shift,A,cluster,peaks,Hs
3.82965,2.804543404,c7,4,1
3.82983,3.025514432,c7,4,1
3.83001,3.279170064,c7,4,1
3.8302,3.566532388,c7,4,1
3.83038,3.886534876,c7,4,1
3.83056,4.236488994,c7,4,1
3.83075,4.619127714,c7,4,1
3.83093,5.058714524,c7,4,1
3.83111,5.574535784,c7,4,1
3.8313,6.181545086,c7,4,1
3.83148,6.908338684,c7,4,1
3.83166,7.754894358,c7,4,1
3.83185,8.74300925,c7,4,1
3.83203,9.898546634,c7,4,1
3.83221,11.23917086,c7,4,1
3.8324,12.76592625,c7,4,1
3.83258,14.47783513,c7,4,1
3.83276,16.34214625,c7,4,1
3.83295,18.30446675,c7,4,1
3.83313,20.2626989,c7,4,1
3.83331,22.05761912,c7,4,1
3.8335,23.54624616,c7,4,1
3.83368,24.58855394,c7,4,1
3.83386,25.03605082,c7,4,1
3.83405,24.8409653,c7,4,1
3.83423,24.01996182,c7,4,1
3.83441,22.7090226,c7,4,1
3.8346,21.06654906,c7,4,1
3.83478,19.26076359,c7,4,1
3.83496,17.42504872,c7,4,1
3.83515,15.66554607,c7,4,1
3.83533,14.06424491,c7,4,1
3.83551,12.64807503,c7,4,1
3.8357,11.41568106,c7,4,1
3.83588,10.34657678,c7,4,1
3.83606,9.462581572,c7,4,1
3.83625,8.741942724,c7,4,1
3.83643,8.166929224,c7,4,1
3.83661,7.711700022,c7,4,1
3.8368,7.36221251,c7,4,1
3.83698,7.11073437,c7,4,1
3.83716,6.95317725,c7,4,1
3.83735,6.893607282,c7,4,1
3.83753,6.914337898,c7,4,1
3.83771,7.033077886,c7,4,1
3.8379,7.22396397,c7,4,1
3.83808,7.512837206,c7,4,1
3.83826,7.916206542,c7,4,1
3.83845,8.439382392,c7,4,1
3.83863,9.079587342,c7,4,1
3.83881,9.861329292,c7,4,1
3.839,10.81664848,c7,4,1
3.83918,11.97882944,c7,4,1
3.83936,13.35607109,c7,4,1
3.83955,14.94019673,c7,4,1
3.83973,16.71189777,c7,4,1
3.83991,18.62515803,c7,4,1
3.8401,20.60376528,c7,4,1
3.84028,22.48438538,c7,4,1
3.84046,24.104173,c7,4,1
3.84065,25.29957184,c7,4,1
3.84083,25.92726732,c7,4,1
3.84101,25.89082764,c7,4,1
3.8412,25.19669644,c7,4,1
3.84138,23.92552976,c7,4,1
3.84156,22.21464296,c7,4,1
3.84175,20.253389,c7,4,1
3.84193,18.20634628,c7,4,1
3.84211,16.19201038,c7,4,1
3.8423,14.3096794,c7,4,1
3.84248,12.59070477,c7,4,1
3.84266,11.06903762,c7,4,1
3.84285,9.754276662,c7,4,1
3.84303,8.61371509,c7,4,1
3.84321,7.63650988,c7,4,1
3.8434,6.795397936,c7,4,1
3.84358,6.074070288,c7,4,1
3.84376,5.467060986,c7,4,1
3.84395,4.958061054,c7,4,1
3.84413,4.522229308,c7,4,1
3.84431,4.140834868,c7,4,1
3.8445,3.78801446,c7,4,1
3.84468,3.48963136,c7,4,1
3.84486,3.241974942,c7,4,1
3.84505,3.026958688,c7,4,1
3.84523,2.849737478,c7,4,1
3.84541,2.688825242,c7,4,1
3.8456,2.55033229,c7,4,1
3.84578,2.44452394,c7,4,1
3.84596,2.348558744,c7,4,1
3.84615,2.252615768,c7,4,1
3.84633,2.184569134,c7,4,1
3.84651,2.116515834,c7,4,1
3.8467,2.064807058,c7,4,1
3.84688,2.01308273,c7,4,1
3.84706,1.957276712,c7,4,1
3.84725,1.901484028,c7,4,1
3.84743,1.872909996,c7,4,1
3.84761,1.844335964,c7,4,1
3.8478,1.80860065,c7,4,1
3.84798,1.772891998,c7,4,1
3.84816,1.775280574,c7,4,1
3.84835,1.777666928,c7,4,1
3.84853,1.783512828,c7,4,1
3.84871,1.789369838,c7,4,1
3.8489,1.79522907,c7,4,1
3.84908,1.80107497,c7,4,1
3.84926,1.802497006,c7,4,1
3.84945,1.803934596,c7,4,1
3.84963,1.805372184,c7,4,1
3.84981,1.806796442,c7,4,1
3.85,1.830679978,c7,4,1
3.85018,1.854574622,c7,4,1
3.85036,1.878469268,c7,4,1
3.85055,1.902352802,c7,4,1
3.85073,1.913986832,c7,4,1
3.85091,1.925623084,c7,4,1
3.8511,1.953601638,c7,4,1
3.85128,1.98156464,c7,4,1
3.85146,2.0104253,c7,4,1
3.85165,2.03929707,c7,4,1
3.85183,2.08449781,c7,4,1
3.85201,2.12969855,c7,4,1
3.8522,2.193939016,c7,4,1
3.85238,2.258192814,c7,4,1
3.85256,2.340848644,c7,4,1
3.85275,2.423460036,c7,4,1
3.85293,2.510515288,c7,4,1
3.85311,2.630232926,c7,4,1
3.8533,2.769681308,c7,4,1
3.85348,2.909129692,c7,4,1
3.85366,3.02204822,c7,4,1
3.85385,3.13494453,c7,4,1
3.85403,3.279525574,c7,4,1
3.85421,3.456746782,c7,4,1
3.8544,3.659764608,c7,4,1
3.85458,3.879113628,c7,4,1
3.85476,4.11310517,c7,4,1
3.85495,4.379759098,c7,4,1
3.85513,4.667143642,c7,4,1
3.85531,4.987235006,c7,4,1
3.8555,5.35631995,c7,4,1
3.85568,5.77981998,c7,4,1
3.85586,6.262045642,c7,4,1
3.85605,6.798686394,c7,4,1
3.85623,7.397985598,c7,4,1
3.85641,8.073452592,c7,4,1
3.8566,8.861238194,c7,4,1
3.85678,9.76880809,c7,4,1
3.85696,10.83562377,c7,4,1
3.85715,12.06575138,c7,4,1
3.85733,13.49438629,c7,4,1
3.85751,15.15170233,c7,4,1
3.8577,17.09211459,c7,4,1
3.85788,19.34832989,c7,4,1
3.85806,21.90257278,c7,4,1
3.85825,24.7507549,c7,4,1
3.85843,27.86590202,c7,4,1
3.85861,31.18791092,c7,4,1
3.8588,34.56902318,c7,4,1
3.85898,37.7868235,c7,4,1
3.85917,40.5975661,c7,4,1
3.85935,42.76594846,c7,4,1
3.85953,44.07488796,c7,4,1
3.85972,44.39284628,c7,4,1
3.8599,43.6682746,c7,4,1
3.86008,42.01804652,c7,4,1
3.86027,39.65057914,c7,4,1
3.86045,36.83672586,c7,4,1
3.86063,33.80156824,c7,4,1
3.86082,30.76641062,c7,4,1
3.861,27.87767826,c7,4,1
3.86118,25.2393575,c7,4,1
3.86137,22.90366374,c7,4,1
3.86155,20.88401742,c7,4,1
3.86173,19.15128905,c7,4,1
3.86192,17.69079165,c7,4,1
3.8621,16.49568168,c7,4,1
3.86228,15.55102775,c7,4,1
3.86247,14.82618946,c7,4,1
3.86265,14.28646022,c7,4,1
3.86283,13.91959721,c7,4,1
3.86302,13.71606834,c7,4,1
3.8632,13.66669703,c7,4,1
3.86338,13.78065987,c7,4,1
3.86357,14.05522387,c7,4,1
3.86375,14.49312201,c7,4,1
3.86393,15.11408504,c7,4,1
3.86412,15.94195428,c7,4,1
3.8643,16.99301647,c7,4,1
3.86448,18.29453472,c7,4,1
3.86467,19.86603979,c7,4,1
3.86485,21.73157298,c7,4,1
3.86503,23.9210859,c7,4,1
3.86522,26.426313,c7,4,1
3.8654,29.20839268,c7,4,1
3.86558,32.21933124,c7,4,1
3.86577,35.3526982,c7,4,1
3.86595,38.43162786,c7,4,1
3.86613,41.22015114,c7,4,1
3.86632,43.4751888,c7,4,1
3.8665,44.95721672,c7,4,1
3.86668,45.51358822,c7,4,1
3.86687,45.07564564,c7,4,1
3.86705,43.668719,c7,4,1
3.86723,41.43812256,c7,4,1
3.86742,38.60893794,c7,4,1
3.8676,35.41024622,c7,4,1
3.86778,32.07023968,c7,4,1
3.86797,28.7573407,c7,4,1
3.86815,25.62952858,c7,4,1
3.86833,22.7665706,c7,4,1
3.86852,20.19752966,c7,4,1
3.8687,17.90887417,c7,4,1
3.86888,15.89247188,c7,4,1
3.86907,14.11619365,c7,4,1
3.86925,12.5903937,c7,4,1
3.86943,11.28507596,c7,4,1
3.86962,10.16486727,c7,4,1
3.8698,9.203904376,c7,4,1
3.86998,8.362725776,c7,4,1
3.87017,7.626355656,c7,4,1
3.87035,6.987972688,c7,4,1
3.87053,6.409315224,c7,4,1
3.87072,5.885095066,c7,4,1
3.8709,5.432998784,c7,4,1
3.87108,5.03538425,c7,4,1
3.91252,3.936706076,c6,4,1
3.9127,4.206515146,c6,4,1
3.91289,4.476279776,c6,4,1
3.91307,4.754709938,c6,4,1
3.91325,5.065780264,c6,4,1
3.91344,5.412956968,c6,4,1
3.91362,5.81452654,c6,4,1
3.9138,6.25153591,c6,4,1
3.91399,6.742938148,c6,4,1
3.91417,7.306530922,c6,4,1
3.91435,7.968088628,c6,4,1
3.91454,8.730033174,c6,4,1
3.91472,9.611739794,c6,4,1
3.9149,10.6554474,c6,4,1
3.91509,11.90601677,c6,4,1
3.91527,13.40568681,c6,4,1
3.91545,15.19934053,c6,4,1
3.91564,17.33463835,c6,4,1
3.91582,19.85101953,c6,4,1
3.916,22.78212412,c6,4,1
3.91619,26.1594591,c6,4,1
3.91637,29.9794027,c6,4,1
3.91655,34.11508268,c6,4,1
3.91674,38.39007774,c6,4,1
3.91692,42.54553292,c6,4,1
3.9171,46.26126796,c6,4,1
3.91729,49.1604434,c6,4,1
3.91747,50.8555545,c6,4,1
3.91766,51.14596086,c6,4,1
3.91784,50.0318847,c6,4,1
3.91802,47.73107526,c6,4,1
3.91821,44.59415322,c6,4,1
3.91839,40.98929252,c6,4,1
3.91857,37.26333658,c6,4,1
3.91876,33.67869546,c6,4,1
3.91894,30.41534554,c6,4,1
3.91912,27.5546095,c6,4,1
3.91931,25.13781526,c6,4,1
3.91949,23.16718474,c6,4,1
3.91967,21.63098616,c6,4,1
3.91986,20.4975792,c6,4,1
3.92004,19.76298663,c6,4,1
3.92022,19.3877025,c6,4,1
3.92041,19.3509962,c6,4,1
3.92059,19.65184565,c6,4,1
3.92077,20.29025084,c6,4,1
3.92096,21.33153654,c6,4,1
3.92114,22.81589748,c6,4,1
3.92132,24.76830816,c6,4,1
3.92151,27.22598592,c6,4,1
3.92169,30.21692712,c6,4,1
3.92187,33.70580302,c6,4,1
3.92206,37.59773718,c6,4,1
3.92224,41.71275322,c6,4,1
3.92242,45.75155702,c6,4,1
3.92261,49.340642,c6,4,1
3.92279,52.0258455,c6,4,1
3.92297,53.42077372,c6,4,1
3.92316,53.30212262,c6,4,1
3.92334,51.6530055,c6,4,1
3.92352,48.70805828,c6,4,1
3.92371,44.81856824,c6,4,1
3.92389,40.4173675,c6,4,1
3.92407,35.89684908,c6,4,1
3.92426,31.5616397,c6,4,1
3.92444,27.58971602,c6,4,1
3.92462,24.06440044,c6,4,1
3.92481,21.00762344,c6,4,1
3.92499,18.37561298,c6,4,1
3.92517,16.13561777,c6,4,1
3.92536,14.25493102,c6,4,1
3.92554,12.66349523,c6,4,1
3.92572,11.32247105,c6,4,1
3.92591,10.1869977,c6,4,1
3.92609,9.214836278,c6,4,1
3.92627,8.37130243,c6,4,1
3.92646,7.647575096,c6,4,1
3.92664,7.006836882,c6,4,1
3.92682,6.442333116,c6,4,1
3.92701,5.944531716,c6,4,1
3.92719,5.501167624,c6,4,1
3.92737,5.11768457,c6,4,1
3.92756,4.788661042,c6,4,1
3.92774,4.492810942,c6,4,1
3.92792,4.229623228,c6,4,1
3.92811,3.993987454,c6,4,1
3.92829,3.791036286,c6,4,1
3.92847,3.603394222,c6,4,1
3.92866,3.43208335,c6,4,1
3.92884,3.280836512,c6,4,1
3.92902,3.129611896,c6,4,1
3.92921,2.969521774,c6,4,1
3.92939,2.809453872,c6,4,1
3.92957,2.669094496,c6,4,1
3.92976,2.561419724,c6,4,1
3.92994,2.4496566,c6,4,1
3.93012,2.337893476,c6,4,1
3.93031,2.226130352,c6,4,1
3.93049,2.147029612,c6,4,1
3.93067,2.089623804,c6,4,1
3.93086,2.032217998,c6,4,1
3.93104,1.96051851,c6,4,1
3.93122,1.8888168,c6,4,1
3.93141,1.817808332,c6,4,1
3.93159,1.746786532,c6,4,1
3.93177,1.702996718,c6,4,1
3.93196,1.659206904,c6,4,1
3.93214,1.64247132,c6,4,1
3.93232,1.625722406,c6,4,1
3.93251,1.59263341,c6,4,1
3.93269,1.559568856,c6,4,1
3.93287,1.531605856,c6,4,1
3.93306,1.503627302,c6,4,1
3.93324,1.47565097,c6,4,1
3.93342,1.447685748,c6,4,1
3.93361,1.44025339,c6,4,1
3.93379,1.432836584,c6,4,1
3.93397,1.441746526,c6,4,1
3.93416,1.45065647,c6,4,1
3.93434,1.45241846,c6,4,1
3.93452,1.454182674,c6,4,1
3.93471,1.472286966,c6,4,1
3.93489,1.49039126,c6,4,1
3.93507,1.513759308,c6,4,1
3.93526,1.537125132,c6,4,1
3.93544,1.54416421,c6,4,1
3.93562,1.551214396,c6,4,1
3.93581,1.565401426,c6,4,1
3.93599,1.5795729,c6,4,1
3.93617,1.610777698,c6,4,1
3.93636,1.658311466,c6,4,1
3.93654,1.713684206,c6,4,1
3.93672,1.752741308,c6,4,1
3.93691,1.777491396,c6,4,1
3.93709,1.818581564,c6,4,1
3.93727,1.88995665,c6,4,1
3.93746,1.977658484,c6,4,1
3.93764,2.068426584,c6,4,1
3.93782,2.142852382,c6,4,1
3.93801,2.201304718,c6,4,1
3.93819,2.29241055,c6,4,1
3.93837,2.414150144,c6,4,1
3.93856,2.535889738,c6,4,1
3.93874,2.664761732,c6,4,1
3.93892,2.809964916,c6,4,1
3.93911,2.975920934,c6,4,1
3.93929,3.158230366,c6,4,1
3.93947,3.350182976,c6,4,1
3.93966,3.558488998,c6,4,1
3.93984,3.791280698,c6,4,1
3.94002,4.078531926,c6,4,1
3.94021,4.419864952,c6,4,1
3.94039,4.815657502,c6,4,1
3.94057,5.29583899,c6,4,1
3.94076,5.87400763,c6,4,1
3.94094,6.588602828,c6,4,1
3.94112,7.444801682,c6,4,1
3.94131,8.479266052,c6,4,1
3.94149,9.74241155,c6,4,1
3.94167,11.24919177,c6,4,1
3.94186,13.00642805,c6,4,1
3.94204,15.03858383,c6,4,1
3.94222,17.32117345,c6,4,1
3.94241,19.80029285,c6,4,1
3.94259,22.33373846,c6,4,1
3.94277,24.71631498,c6,4,1
3.94296,26.71760814,c6,4,1
3.94314,28.08942828,c6,4,1
3.94332,28.6446888,c6,4,1
3.94351,28.30295584,c6,4,1
3.94369,27.14466326,c6,4,1
3.94387,25.3491209,c6,4,1
3.94406,23.1945145,c6,4,1
3.94424,20.91856846,c6,4,1
3.94442,18.71892352,c6,4,1
3.94461,16.70232125,c6,4,1
3.94479,14.93619725,c6,4,1
3.94497,13.44534828,c6,4,1
3.94516,12.24846076,c6,4,1
3.94534,11.33120324,c6,4,1
3.94552,10.66982329,c6,4,1
3.94571,10.21839359,c6,4,1
3.94589,9.935741758,c6,4,1
3.94607,9.80960274,c6,4,1
3.94626,9.863151276,c6,4,1
3.94644,10.11336291,c6,4,1
3.94662,10.58678973,c6,4,1
3.94681,11.29856308,c6,4,1
3.94699,12.25537096,c6,4,1
3.94718,13.46532344,c6,4,1
3.94736,14.95295061,c6,4,1
3.94754,16.73318387,c6,4,1
3.94773,18.76931691,c6,4,1
3.94791,20.99806914,c6,4,1
3.94809,23.28672462,c6,4,1
3.94828,25.45666234,c6,4,1
3.94846,27.26175902,c6,4,1
3.94864,28.46937846,c6,4,1
3.94883,28.89843332,c6,4,1
3.94901,28.45982416,c6,4,1
3.94919,27.1882131,c6,4,1
3.94938,25.27090892,c6,4,1
3.94956,22.95587912,c6,4,1
3.94974,20.47624866,c6,4,1
3.94993,18.01283832,c6,4,1
3.95011,15.68896522,c6,4,1
3.95029,13.59915033,c6,4,1
3.95048,11.78092206,c6,4,1
3.95066,10.22943658,c6,4,1
3.95084,8.906632242,c6,4,1
3.95103,7.796155616,c6,4,1
3.95121,6.869454894,c6,4,1
3.95139,6.100622362,c6,4,1
3.95158,5.446819194,c6,4,1
3.95176,4.89644691,c6,4,1
3.95194,4.429085964,c6,4,1
3.95213,4.021628276,c6,4,1
3.95231,3.650254744,c6,4,1
3.95249,3.31696511,c6,4,1
3.95268,3.043756486,c6,4,1
4.29206,7.043343206,c5,4,1
4.29225,8.02850293,c5,4,1
4.29243,9.15524409,c5,4,1
4.29261,10.41605656,c5,4,1
4.2928,11.79663111,c5,4,1
4.29298,13.25921712,c5,4,1
4.29316,14.72180314,c5,4,1
4.29335,16.09931142,c5,4,1
4.29353,17.31350778,c5,4,1
4.29371,18.26158348,c5,4,1
4.2939,18.87212565,c5,4,1
4.29408,19.11791565,c5,4,1
4.29426,19.00435276,c5,4,1
4.29445,18.56836548,c5,4,1
4.29463,17.86016944,c5,4,1
4.29481,16.98186238,c5,4,1
4.295,16.00554594,c5,4,1
4.29518,15.00743236,c5,4,1
4.29536,14.0637783,c5,4,1
4.29555,13.23173184,c5,4,1
4.29573,12.51944745,c5,4,1
4.29591,11.94123437,c5,4,1
4.2961,11.50460273,c5,4,1
4.29628,11.23128301,c5,4,1
4.29646,11.12129743,c5,4,1
4.29665,11.17191302,c5,4,1
4.29683,11.40763767,c5,4,1
4.29701,11.83938106,c5,4,1
4.2972,12.49976114,c5,4,1
4.29738,13.38293424,c5,4,1
4.29756,14.51656338,c5,4,1
4.29775,15.92375666,c5,4,1
4.29793,17.64673076,c5,4,1
4.29811,19.70997136,c5,4,1
4.2983,22.13256484,c5,4,1
4.29848,24.85585224,c5,4,1
4.29866,27.82968456,c5,4,1
4.29885,30.96571782,c5,4,1
4.29903,34.15618842,c5,4,1
4.29921,37.31377442,c5,4,1
4.2994,40.33004562,c5,4,1
4.29958,43.11479162,c5,4,1
4.29976,45.56202632,c5,4,1
4.29995,47.62953302,c5,4,1
4.30013,49.2506538,c5,4,1
4.30031,50.33562266,c5,4,1
4.3005,50.80000622,c5,4,1
4.30068,50.58359016,c5,4,1
4.30086,49.65971128,c5,4,1
